我不懂是不是我们这个歌	chat		
嗯权御天下	music	MUSIC_GENERAL_PLAY	嗯<MUSIC_NAME>权御天下</MUSIC_NAME>
宠爱播放	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>宠爱</MUSIC_NAME>播放
爸爸放首流行歌曲	music	MUSIC_GENERAL_PLAY	
出生只有妈妈好	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>世上只有妈妈好</MUSIC_NAME>
一把火	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>一把火</MUSIC_NAME>
播放温柔	music	MUSIC_GENERAL_PLAY	播放<MUSIC_NAME>温柔</MUSIC_NAME>
千人迷	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>千人迷</MUSIC_NAME>
锐捷的奥特曼	chat		
二放一首假情真爱	music	MUSIC_GENERAL_PLAY	二放一首<MUSIC_NAME>假情真爱</MUSIC_NAME>
养猪太极	chat		
来一首赵真光头强	music	MUSIC_GENERAL_PLAY	来一首<SINGER>赵真</SINGER><MUSIC_NAME>光头强</MUSIC_NAME>
放一首回来	music	MUSIC_GENERAL_PLAY	放一首<MUSIC_NAME>回来</MUSIC_NAME>
郭顶水星	music	MUSIC_GENERAL_PLAY	<SINGER>郭顶</SINGER><MUSIC_NAME>水星</MUSIC_NAME>
唱一个大状的我们不一样	music	MUSIC_GENERAL_PLAY	唱一个<SINGER>大状</SINGER>的<MUSIC_NAME>我们不一样</MUSIC_NAME>
安与骑兵向阳花	music	MUSIC_GENERAL_PLAY	<SINGER>安与骑兵</SINGER><MUSIC_NAME>向阳花</MUSIC_NAME>
唱豫剧经典	fm	FM_AUDIOBOOK_PLAY	唱<AUDIOBOOK_TAG>豫剧经典</AUDIOBOOK_TAG>
麦克疯云	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>麦克疯云</MUSIC_NAME>
换一首读书郎	general_command	NextIntent	
播放纣王老何更爱你	music	MUSIC_GENERAL_PLAY	播放<SINGER>纣王老何</SINGER><MUSIC_NAME>更爱你</MUSIC_NAME>
乡村歌曲	music	MUSIC_GENERAL_PLAY	<MUSIC_TAG>乡村</MUSIC_TAG>歌曲
播放播放歌曲重来	music	MUSIC_GENERAL_PLAY	播放播放歌曲<MUSIC_NAME>重来</MUSIC_NAME>
播放鹿晗的音乐	music	MUSIC_GENERAL_PLAY	播放<SINGER>鹿晗</SINGER>的音乐
总是情	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>总是情</MUSIC_NAME>
放黑鸭子的歌	music	MUSIC_GENERAL_PLAY	放<SINGER>黑鸭子</SINGER>的歌
爱三个和尚	music	MUSIC_GENERAL_PLAY	爱<MUSIC_NAME>三个和尚</MUSIC_NAME>
一首小小的	music	MUSIC_GENERAL_PLAY	一首<MUSIC_NAME>小小的</MUSIC_NAME>
叫天旋地转	music	MUSIC_GENERAL_PLAY	叫<MUSIC_NAME>天旋地转</MUSIC_NAME>
请播放云飞的新歌	music	MUSIC_GENERAL_PLAY	请播放<SINGER>云飞</SINGER>的新歌
我想听老师	music	MUSIC_GENERAL_PLAY	我想听<MUSIC_NAME>老师</MUSIC_NAME>
播放夏天预报今天	chat		
播放蓓蕾组合小燕子	music	MUSIC_GENERAL_PLAY	播放<SINGER>小蓓蕾组合</SINGER><MUSIC_NAME>小燕子</MUSIC_NAME>
唱歌儿歌小手绢儿	music	MUSIC_GENERAL_PLAY	唱歌儿歌<MUSIC_NAME>小手绢儿</MUSIC_NAME>
二小放牛郎小蓓蕾组合	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>二小放牛郎</MUSIC_NAME><SINGER>小蓓蕾组合</SINGER>
来一首我相信	music	MUSIC_GENERAL_PLAY	来一首<MUSIC_NAME>我相信</MUSIC_NAME>
pianoboy	music	MUSIC_GENERAL_PLAY	<SINGER>pianoboy</SINGER>
长小苹果	music	MUSIC_GENERAL_PLAY	长<MUSIC_NAME>小苹果</MUSIC_NAME>
小蓓蕾组合李茂	music	MUSIC_GENERAL_PLAY	<SINGER>小蓓蕾组合</SINGER><SINGER>李茂</SINGER>
唱猫叫	music	MUSIC_GENERAL_PLAY	唱<MUSIC_NAME>学猫叫</MUSIC_NAME>
播放情歌对唱	music	MUSIC_GENERAL_PLAY	播放<MUSIC_NAME>情歌对唱</MUSIC_NAME>
我想要听全能的刀山火海	music	MUSIC_GENERAL_PLAY	我想要听<SINGER>全能</SINGER>的<MUSIC_NAME>刀山火海</MUSIC_NAME>
放一个屁	chat		
黄梅戏海滩别	music	MUSIC_GENERAL_PLAY	<MUSIC_TAG>黄梅戏</MUSIC_TAG><MUSIC_NAME>海滩别</MUSIC_NAME>
我想换一首tfboys的歌	music	MUSIC_GENERAL_PLAY	我想换一首<SINGER>tfboys</SINGER>的歌
嗯空空如也	music	MUSIC_GENERAL_PLAY	嗯<MUSIC_NAME>空空如也</MUSIC_NAME>
给我来一首这个来一首暴林的歌曲	music	MUSIC_GENERAL_PLAY	给我来一首这个来一首<SINGER>暴林</SINGER>的歌曲
唱首歌吗随便	music	MUSIC_GENERAL_PLAY	
我要听勇往直前	fm	FM_AUDIOBOOK_PLAY	我要听<AUDIOBOOK_PROGRAM>勇往直前</AUDIOBOOK_PROGRAM>
播放盛唐夜唱	music	MUSIC_GENERAL_PLAY	播放<MUSIC_NAME>盛唐夜唱</MUSIC_NAME>
播放朴树的生如夏花	music	MUSIC_GENERAL_PLAY	播放<SINGER>朴树</SINGER>的<MUSIC_NAME>生如夏花</MUSIC_NAME>
播放一首音乐我已经爱上你	music	MUSIC_GENERAL_PLAY	播放一首音乐<MUSIC_NAME>我已经爱上你</MUSIC_NAME>
播放苗苗妈妈我	music	MUSIC_GENERAL_PLAY	播放苗苗<MUSIC_NAME>妈妈</MUSIC_NAME>我
播放安德烈波切利	music	MUSIC_GENERAL_PLAY	播放<SINGER>安德烈波切利</SINGER>
歌在飞呀气死我了	chat		
播歌我相信	music	MUSIC_GENERAL_PLAY	播歌<MUSIC_NAME>我相信</MUSIC_NAME>
牧羊曲郑绪岚的	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>牧羊曲</MUSIC_NAME><SINGER>郑绪岚</SINGER>的
唱回忆	music	MUSIC_GENERAL_PLAY	唱<MUSIC_NAME>回忆</MUSIC_NAME>
我叫你小好吗	chat		
播放万界泵之王第一集	fm	FM_AUDIOBOOK_PLAY	播放<AUDIOBOOK_PROGRAM>万界泵之王</AUDIOBOOK_PROGRAM><AUDIOBOOK_EPISODE_ID>第一集</AUDIOBOOK_EPISODE_ID>
请求播放天气预报播放羽泉	weather	WEATHER_COMMON_INFO	
gogogo	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>gogogo</MUSIC_NAME>
儿歌给你	music	MUSIC_GENERAL_PLAY	
请播放起床歌	music	MUSIC_GENERAL_PLAY	请播放<MUSIC_NAME>起床歌</MUSIC_NAME>
我以爱上你在渴望在一起	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>我已经爱上你渴望着在一起</MUSIC_NAME>
儿歌能不能换一个平台	music	MUSIC_GENERAL_PLAY	<MUSIC_TAG>儿歌</MUSIC_TAG>能不能换一个平台
在我心里有个你	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>在我心里有个你</MUSIC_NAME>
歌曲爸爸去哪儿林志颖	music	MUSIC_GENERAL_PLAY	歌曲<MUSIC_NAME>爸爸去哪儿</MUSIC_NAME><SINGER>林志颖</SINGER>
呵呵你给我唱一首鹿晗	music	MUSIC_GENERAL_PLAY	呵呵你给我唱一首<SINGER>鹿晗</SINGER>
byebye爸爸吧	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>byebye</MUSIC_NAME>爸爸吧
发紫晶	baike	BAIKE_ITEMS_SEARCH	<BAIKE_ITERM>发紫晶</BAIKE_ITERM>
选段12	chat		
疯狂戴夫	baike	BAIKE_ITEMS_SEARCH	<BAIKE_ITERM>疯狂的戴夫</BAIKE_ITERM>
我想听信仰之名	music	MUSIC_GENERAL_PLAY	我想听<MUSIC_NAME>信仰之名</MUSIC_NAME>
来点儿歌	music	MUSIC_GENERAL_PLAY	来点<MUSIC_TAG>儿歌</MUSIC_TAG>
让苏小妹	music	MUSIC_GENERAL_PLAY	让<MUSIC_NAME>苏小妹</MUSIC_NAME>
这一生回忆有你就足够	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>这一生回忆有你就足够</MUSIC_NAME>
我想听歌曲人猿泰山	music	MUSIC_GENERAL_PLAY	我想听歌曲<MUSIC_NAME>人猿泰山</MUSIC_NAME>
换萍聚	music	MUSIC_GENERAL_PLAY	换<MUSIC_NAME>萍聚</MUSIC_NAME>
你说你自己有点二吗	chat		
播放轻快的音乐	music	MUSIC_GENERAL_PLAY	播放<MUSIC_TAG>轻快</MUSIC_TAG>的音乐
不是在一个地方	music		不是在<MUSIC_NAME>一个地方</MUSIC_NAME>
唱葫芦哇	music	MUSIC_GENERAL_PLAY	唱<MUSIC_NAME>葫芦娃</MUSIC_NAME>
播放能力	music	MUSIC_GENERAL_PLAY	播放<MUSIC_NAME>能力</MUSIC_NAME>
还有啦咱们别	chat		
我要听流行歌曲	music	MUSIC_GENERAL_PLAY	我要听<MUSIC_TAG>流行歌曲</MUSIC_TAG>
嗯播放时间煮	music	MUSIC_GENERAL_PLAY	嗯播放<MUSIC_NAME>时间煮雨</MUSIC_NAME>
话术	垂类	意图	标签
为我问你是不是你	chat		
小朋友听的儿歌	music	MUSIC_GENERAL_PLAY	小朋友听的<MUSIC_TAG>儿歌</MUSIC_TAG>
明星关晓彤	baike	BAIKE_ITEMS_SEARCH	明星<BAIKE_ITERM>关晓彤</BAIKE_ITERM>
唱一首刘若英的后来	music	MUSIC_GENERAL_PLAY	唱一首<SINGER>刘若英</SINGER>的<MUSIC_NAME>后来</MUSIC_NAME>
麻烦你慢些走降央卓玛的	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>麻烦你慢些走</MUSIC_NAME><SINGER>降央卓玛</SINGER>的
播放张晓星我爱洗澡	music	MUSIC_GENERAL_PLAY	播放<SINGER>张晓星</SINGER><MUSIC_NAME>我爱洗澡</MUSIC_NAME>
王易欣的歌	music	MUSIC_GENERAL_PLAY	<SINGER>王易欣</SINGER>的歌
来一首我听过你的歌	music	MUSIC_GENERAL_PLAY	来一首<MUSIC_NAME>我听过你的歌</MUSIC_NAME>
唱一首歌但是懒加菲	chat		
唱广场舞的歌	music	MUSIC_GENERAL_PLAY	唱<MUSIC_TAG>广场舞的歌</MUSIC_TAG>
做早餐	cook_book		
橘色温度	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>橘色温度</MUSIC_NAME>
朱军老师你好	chat		
快乐童年	baike	BAIKE_ITEMS_SEARCH	
唱冰糖葫芦	music	MUSIC_GENERAL_PLAY	唱<MUSIC_NAME>冰糖葫芦</MUSIC_NAME>
奥特曼哎	video	VIDEO_PLAY	<VIDEO_NAME>奥特曼</VIDEO_NAME>哎
唱于文文	music	MUSIC_GENERAL_PLAY	唱<SINGER>于文文</SINGER>
儿歌串烧	music	MUSIC_GENERAL_PLAY	<MUSIC_TAG>儿歌</MUSIC_TAG><MUSIC_TAG>串烧</MUSIC_TAG>
唱一首任贤齐天涯	music	MUSIC_GENERAL_PLAY	唱一首<SINGER>任贤齐</SINGER><MUSIC_NAME>天涯</MUSIC_NAME>
醉人	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>醉人</MUSIC_NAME>
娜仁齐齐格	music	MUSIC_GENERAL_PLAY	<SINGER>娜仁齐齐格</SINGER>
换一首轻音乐	music	MUSIC_GENERAL_PLAY	换一首<MUSIC_TAG>轻音乐</MUSIC_TAG>
打开许行华	music	MUSIC_GENERAL_PLAY	打开<SINGER>许行华</SINGER>
那个放一段儿嗯	music	MUSIC_GENERAL_PLAY	那个放一段儿<MUSIC_NAME>嗯</MUSIC_NAME>
王启的悲伤	music	MUSIC_GENERAL_PLAY	<SINGER>王启</SINGER>的<MUSIC_NAME>悲伤</MUSIC_NAME>
筋头脑	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>筋头脑</MUSIC_NAME>
起床音乐	music	MUSIC_GENERAL_PLAY	<MUSIC_TAG>起床</MUSIC_TAG>音乐
唱一首碎心丝	music	MUSIC_GENERAL_PLAY	唱一首<MUSIC_NAME>碎心石</MUSIC_NAME>
你可以给我放迪迦奥特曼的歌吗	music	MUSIC_GENERAL_PLAY	你可以给我放<MOVIE_TV_NAME>迪迦奥特曼</MOVIE_TV_NAME>的歌吗
艾薇儿唱歌嘛儿歌	music	MUSIC_GENERAL_PLAY	<SINGER>艾薇儿</SINGER>唱歌嘛<MUSIC_TAG>儿歌</MUSIC_TAG>
爸爸小跳蛙	music	MUSIC_GENERAL_PLAY	爸爸<MUSIC_NAME>小跳蛙</MUSIC_NAME>
播放一首我要你	music	MUSIC_GENERAL_PLAY	播放一首<MUSIC_NAME>我要你</MUSIC_NAME>
给我唱心雨	music	MUSIC_GENERAL_PLAY	给我唱<MUSIC_NAME>心雨</MUSIC_NAME>
放心	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>放心</MUSIC_NAME>
你看看在这里	chat		
在蓝光	baike	BAIKE_ITEMS_SEARCH	在<BAIKE_ITERM>蓝光</BAIKE_ITERM>
嗯放首儿歌	music	MUSIC_GENERAL_PLAY	嗯放首<MUSIC_TAG>儿歌</MUSIC_TAG>
你是小偷	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>你是小偷</MUSIC_NAME>
放千古	music	MUSIC_GENERAL_PLAY	放<MUSIC_NAME>千古</MUSIC_NAME>
我都知道	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>我都知道</MUSIC_NAME>
女儿行	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>女儿行</MUSIC_NAME>
我想听京田金曲	music	MUSIC_GENERAL_PLAY	我想听<MUSIC_TAG>经典金曲</MUSIC_TAG>
请播放敢问路在何方	music	MUSIC_GENERAL_PLAY	
唱一首情深深雨蒙蒙	music	MUSIC_GENERAL_PLAY	唱一首<MUSIC_NAME>情深深雨蒙蒙</MUSIC_NAME>
请问放一首我的好兄弟	music	MUSIC_GENERAL_PLAY	请问放一首<MUSIC_NAME>我的好兄弟</MUSIC_NAME>
曹操林俊杰	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>曹操</MUSIC_NAME><SINGER>林俊杰</SINGER>
往后余生都八点	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>往后余生</MUSIC_NAME>
兰州市有没有	baike	BAIKE_ITEMS_SEARCH	
播放一首最好听的歌	music	MUSIC_GENERAL_PLAY	
播放你唱歌呀	music	MUSIC_GENERAL_PLAY	
嗯放儿歌	music	MUSIC_GENERAL_PLAY	嗯放<MUSIC_TAG>儿歌</MUSIC_TAG>
爸爸唱儿歌	music	MUSIC_GENERAL_PLAY	爸爸唱<MUSIC_TAG>儿歌</MUSIC_TAG>
唱那个谭咏麟的歌	music	MUSIC_GENERAL_PLAY	唱那个<SINGER>谭咏麟</SINGER>的歌
我要你放一首嗯	music	MUSIC_GENERAL_PLAY	我要你放一首<MUSIC_NAME>嗯</MUSIC_NAME>
播放早安曲	music	MUSIC_GENERAL_PLAY	播放<MUSIC_TAG>早安曲</MUSIC_TAG>
牧羊故事放一首水晶球	chat		
你洗脸了吗	chat		
播放冥想	music	MUSIC_GENERAL_PLAY	播放<MUSIC_NAME>冥想</MUSIC_NAME>
二妹妹找哥	chat		
唱一个彩虹	music	MUSIC_GENERAL_PLAY	唱一个<MUSIC_NAME>彩虹</MUSIC_NAME>
同学好不好	chat		
放个音乐本色英雄	music	MUSIC_GENERAL_PLAY	放个音乐<MUSIC_NAME>本色英雄</MUSIC_NAME>
洗衣机	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>洗衣机</MUSIC_NAME>
来个晚安	chat		
新歌吧	music	MUSIC_NEWBOARD_PLAY	
给大家	chat		
萧全海潮舞	music	MUSIC_GENERAL_PLAY	<SINGER>萧全</SINGER><MUSIC_NAME>海草舞</MUSIC_NAME>
三个世界	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>三个世界</MUSIC_NAME>
唱一首歌大笑江湖	music	MUSIC_GENERAL_PLAY	唱一首歌<MUSIC_NAME>大笑江湖</MUSIC_NAME>
播放一首流行的音乐	music	MUSIC_GENERAL_PLAY	播放一首<MUSIC_TAG>流行</MUSIC_TAG>的音乐
放手说呀	chat		
时尚	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>时尚</MUSIC_NAME>
小学耶	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>小学</MUSIC_NAME>耶
播放李玟魔镜	music	MUSIC_NEWBOARD_PLAY	播放<SINGER>李玟</SINGER><MUSIC_NAME>魔镜</MUSIC_NAME>
进入地名生活	chat		
播放音乐我的大爱	music	MUSIC_GENERAL_PLAY	播放音乐<MUSIC_NAME>我的大爱</MUSIC_NAME>
电影故事片	baike	BAIKE_ITEMS_SEARCH	
请播放一首儿歌	music	MUSIC_GENERAL_PLAY	
陈红娟	baike	BAIKE_ITEMS_SEARCH	<BAIKE_ITERM>陈红娟</BAIKE_ITERM>
我想听冰雪奇缘的歌	music	MUSIC_GENERAL_PLAY	我想听<MOVIE_TV_MUSIC_TYPE>冰雪奇缘</MOVIE_TV_MUSIC_TYPE>的歌
请播放满天的花满天的云	music	MUSIC_GENERAL_PLAY	请播放<MUSIC_NAME>满天的花满天的云</MUSIC_NAME>
现在几点啦你现在几点啦	time		
放一首谢春花的	music	MUSIC_GENERAL_PLAY	放一首<SINGER>谢春花</SINGER>的
歌曲演员	music	MUSIC_GENERAL_PLAY	歌曲<MUSIC_NAME>演员</MUSIC_NAME>
几梦不回答	chat		
小苹果啊我想听	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>小苹果</MUSIC_NAME>啊我想听
我要听谢春华的歌	music	MUSIC_GENERAL_PLAY	我要听<SINGER>谢春华</SINGER>的歌
二唱卡布奇诺	music	MUSIC_GENERAL_PLAY	二唱<MUSIC_NAME>卡布奇诺</MUSIC_NAME>
放一首黄渤的歌	music	MUSIC_GENERAL_PLAY	放一首<SINGER>黄渤</SINGER>的歌
两个两只老虎	music	MUSIC_GENERAL_PLAY	两个<MUSIC_NAME>两只老虎</MUSIC_NAME>
我想听歌曲我想你	music	MUSIC_GENERAL_PLAY	我想听歌曲<MUSIC_NAME>我想你</MUSIC_NAME>
樊竹青白龙马	music	MUSIC_GENERAL_PLAY	<SINGER>樊竹青</SINGER><MUSIC_NAME>白龙马</MUSIC_NAME>
南方二重唱的歌曲	music	MUSIC_GENERAL_PLAY	<SINGER>南方二重唱</SINGER>的歌曲
放缓慢歌曲	music	MUSIC_GENERAL_PLAY	放<MUSIC_TAG>缓慢</MUSIC_TAG>歌曲
放一首心锁	music	MUSIC_GENERAL_PLAY	
讲葫芦娃	music	MUSIC_GENERAL_PLAY	讲<MUSIC_NAME>葫芦娃</MUSIC_NAME>
我想听敢问路在何方	music	MUSIC_GENERAL_PLAY	我想听<MUSIC_NAME>敢问路在何方</MUSIC_NAME>
放一首卓依婷的	music	MUSIC_GENERAL_PLAY	放一首<SINGER>卓依婷</SINGER>的
吉米唱儿歌爸爸妈妈听我说	music	MUSIC_GENERAL_PLAY	吉米唱<MUSIC_TAG>儿歌</MUSIC_TAG><MUSIC_NAME>爸爸妈妈听我说</MUSIC_NAME>
月来一段探底血	chat		
老鹰热歌	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>老鹰</MUSIC_NAME>热歌
播放满天都是小星星	music	MUSIC_GENERAL_PLAY	播放<MUSIC_NAME>满天都是小星星</MUSIC_NAME>
刘可	music	MUSIC_GENERAL_PLAY	<SINGER>刘可</SINGER>
放快节奏的歌	music	MUSIC_GENERAL_PLAY	放<MUSIC_TAG>快节奏</MUSIC_TAG>的歌
放一首情非得已	music	MUSIC_GENERAL_PLAY	放一首<MUSIC_NAME>情非得已</MUSIC_NAME>
放一首儿歌两只老虎	music	MUSIC_GENERAL_PLAY	放一首<MUSIC_TAG>儿歌</MUSIC_TAG><MUSIC_NAME>两只老虎</MUSIC_NAME>
冰雪奇緣	video	VIDEO_PLAY	<VIDEO_NAME>冰雪奇緣</VIDEO_NAME>
唱一首好听的歌	music	MUSIC_GENERAL_PLAY	
播放歌	music	MUSIC_GENERAL_PLAY	
你说大哥那你就给我	chat		
我要听海的声音	music	MUSIC_GENERAL_PLAY	我要听<MUSIC_NAME>海的声音</MUSIC_NAME>
我想听南泥湾伴奏	music	MUSIC_GENERAL_PLAY	
麦小兜9420	music	MUSIC_GENERAL_PLAY	<SINGER>麦小兜</SINGER><MUSIC_NAME>9420</MUSIC_NAME>
再换一首生日歌	music	MUSIC_GENERAL_PLAY	再换一首<MUSIC_NAME>生日歌</MUSIC_NAME>
爱我要你听到	music	MUSIC_GENERAL_PLAY	爱<MUSIC_NAME>我要你</MUSIC_NAME><MUSIC_NAME>听到</MUSIC_NAME>
来一首巴比龙	music	MUSIC_GENERAL_PLAY	来一首<MUSIC_NAME>巴比龙</MUSIC_NAME>
胡彦斌男人ktv	music	MUSIC_GENERAL_PLAY	<SINGER>胡彦斌</SINGER><MUSIC_NAME>男人ktv</MUSIC_NAME>
张国荣千千鬼歌	music	MUSIC_GENERAL_PLAY	<SINGER>张国荣</SINGER><MUSIC_NAME>千千鬼歌</MUSIC_NAME>
好妹妹再见吧	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>好妹妹再见吧</MUSIC_NAME>
明明说好不哭	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>明明说好不哭</MUSIC_NAME>
打开犀牛	home_command	TurnOn	
嗯那个	music	MUSIC_GENERAL_PLAY	嗯<MUSIC_NAME>那个</MUSIC_NAME>
播放这首音乐	music	MUSIC_GENERAL_PLAY	
潘清水	chat		
播放陈奕迅的你的背包	music	MUSIC_GENERAL_PLAY	播放<SINGER>陈奕迅</SINGER>的<MUSIC_NAME>你的背包</MUSIC_NAME>
艾薇儿随机播放歌曲	general_command	ShuffleOnIntent	
两个科学家在吃面	chat		
播放一首李代沫我是不是你最疼爱的人	music	MUSIC_GENERAL_PLAY	播放一首<SINGER>李代沫</SINGER><MUSIC_NAME>我是不是你最疼爱的人</MUSIC_NAME>
六叫我起	alerts	ALART_ADD	
给我放一首冰雪奇缘歌	music	MUSIC_GENERAL_PLAY	给我放一首<MOVIE_TV_MUSIC_TYPE>冰雪奇缘</MOVIE_TV_MUSIC_TYPE>歌
休眠报我们要上班了	home_command	SetMode	<pro>休眠</pro>报我们要上班了
再次见到你	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>再次见到你</MUSIC_NAME>
唱一个给我们找一个上山采蘑菇的小姑娘	chat		
给我唱一首腾格尔的蒙古人	music	MUSIC_GENERAL_PLAY	给我唱一首<SINGER>腾格尔</SINGER>的<MUSIC_NAME>蒙古人</MUSIC_NAME>
请播放泰勒斯威夫特的歌	music	MUSIC_GENERAL_PLAY	请播放<SINGER>泰勒斯威夫特</SINGER>的歌
叶洛洛我的将军呢	music	MUSIC_GENERAL_PLAY	<SINGER>叶洛洛</SINGER><MUSIC_NAME>我的将军呢</MUSIC_NAME>
你可以放个迪迦奥特曼可以放个银河奥特曼的歌吗	music	MUSIC_GENERAL_PLAY	你可以放个<MOVIE_TV_MUSIC_TYPE>迪迦奥特曼</MOVIE_TV_MUSIC_TYPE>可以放个<MOVIE_TV_MUSIC_TYPE>银河奥特曼</MOVIE_TV_MUSIC_TYPE>的歌吗
九儿播放9277	music	MUSIC_GENERAL_PLAY	九儿播放<MUSIC_NAME>9277</MUSIC_NAME>
他不爱听	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>她不爱听</MUSIC_NAME>
陶心瑶的我不想你	music	MUSIC_GENERAL_PLAY	<SINGER>陶心瑶</SINGER>的<MUSIC_NAME>我不想你</MUSIC_NAME>
不知道余钱	chat		
愿天下劳苦人民都解放	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>看天下劳苦人民都解放</MUSIC_NAME>
我想学猫叫我想听	music	MUSIC_GENERAL_PLAY	我想<MUSIC_NAME>学猫叫</MUSIC_NAME>我想听
儿歌联唱	music	MUSIC_GENERAL_PLAY	<MUSIC_TAG>儿歌联唱</MUSIC_TAG>
王北车陷阱	music	MUSIC_GENERAL_PLAY	<SINGER>王北车</SINGER><MUSIC_NAME>陷阱</MUSIC_NAME>
大风说	fm	FM_AUDIOBOOK_PLAY	<AUDIOBOOK_PROGRAM>大风说</AUDIOBOOK_PROGRAM>
周怡然太调皮了怎么办	chat		
放个起床歌	music	MUSIC_GENERAL_PLAY	放个<MUSIC_NAME>起床歌</MUSIC_NAME>
播放avi	music	MUSIC_GENERAL_PLAY	播放<MUSIC_NAME>avi</MUSIC_NAME>
给我放一个好听的歌	music	MUSIC_GENERAL_PLAY	
给我们放首歌	music	MUSIC_GENERAL_PLAY	
本不是	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>若不是</MUSIC_NAME>
我妹不见了	chat		
播放相逢是首歌	music	MUSIC_GENERAL_PLAY	播放<MUSIC_NAME>相逢是首歌</MUSIC_NAME>
有什么好听的推荐几首	music	MUSIC_GENERAL_PLAY	
医生一闪亮晶晶英文歌	music	MUSIC_GENERAL_PLAY	
来听听	chat		
放陈奕迅起床	chat		
还起来呀	chat		
放一首薛之谦的哑巴	music	MUSIC_GENERAL_PLAY	放一首<SINGER>薛之谦</SINGER>的<MUSIC_NAME>哑巴</MUSIC_NAME>
放欢快的歌	music	MUSIC_GENERAL_PLAY	放<MUSIC_TAG>欢快</MUSIC_TAG>的歌
唢呐百鸟朝凤	music	MUSIC_GENERAL_PLAY	<MUSIC_TAG>唢呐</MUSIC_TAG><MUSIC_NAME>百鸟朝凤</MUSIC_NAME>
爸爸来一首歌	music	MUSIC_GENERAL_PLAY	
我想听歌曲农民工我的好兄弟	music	MUSIC_GENERAL_PLAY	我想听歌曲<MUSIC_NAME>农民工我的好兄弟</MUSIC_NAME>
休眠一休眠播放播放乌龟	music	MUSIC_GENERAL_PLAY	休眠一休眠播放播放<MUSIC_NAME>乌龟</MUSIC_NAME>
播放儿歌一分钱	music	MUSIC_GENERAL_PLAY	播放儿歌<MUSIC_NAME>一分钱</MUSIC_NAME>
英文版那个女孩播放	music	MUSIC_GENERAL_PLAY	<MUSIC_TAG>英文</MUSIC_TAG>版<MUSIC_NAME>那个女孩</MUSIC_NAME>播放
未来播放歌曲小苹果	music	MUSIC_GENERAL_PLAY	未来播放歌曲<MUSIC_NAME>小苹果</MUSIC_NAME>
唱杨坤郭采洁的答案重复唱	general_command	LoopOnIntent	
她来听我的演唱会	music	MUSIC_GENERAL_PLAY	
光良唱	music	MUSIC_GENERAL_PLAY	<SINGER>光良</SINGER>唱
播放亲爱的你在哪里	music	MUSIC_GENERAL_PLAY	播放<MUSIC_NAME>亲爱的你在哪里</MUSIC_NAME>
给宝贝放首歌	music	MUSIC_GENERAL_PLAY	
最怕	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>最怕</MUSIC_NAME>
小羊羊	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>小羊羊</MUSIC_NAME>
儿歌style	music	MUSIC_GENERAL_PLAY	<MUSIC_TAG>儿歌</MUSIC_TAG><MUSIC_NAME>style</MUSIC_NAME>
打起手鼓唱起歌	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>打起手鼓唱起歌</MUSIC_NAME>
请听一下这首歌	music	MUSIC_GENERAL_PLAY	
放一个塞北的雪	music	MUSIC_GENERAL_PLAY	放一个<MUSIC_NAME>塞北的雪</MUSIC_NAME>
爱一回	music	MUSIC_GENERAL_PLAY	<MUSIC_NAME>爱一回</MUSIC_NAME>
